C,A,dC_dt,dA_dt,T_star,R_star,L_star,M_star,f_ras
0.075,0.625,0.191661,-0.136125,4.125,0.362606,1.04167,0.639211,1
0.1,0.625,0.190714,-0.12525,4.45833,0.390265,1.04167,0.673705,1
0.125,0.625,0.186634,-0.114375,4.79167,0.415581,1.04167,0.698207,1
0.15,0.625,0.180454,-0.1035,5.125,0.438668,1.04167,0.715923,1
0.175,0.625,0.172852,-0.092625,5.45833,0.45967,1.04167,0.728994,1
0.2,0.625,0.164267,-0.08175,5.79167,0.478749,1.04167,0.738839,1
0.225,0.625,0.154984,-0.070875,6.125,0.496069,1.04167,0.746401,1
0.25,0.625,0.145193,-0.06,6.45833,0.511792,1.04167,0.752315,1
0.275,0.625,0.135025,-0.049125,6.79167,0.526072,1.04167,0.757019,1
0.3,0.625,0.124566,-0.03825,7.125,0.539051,1.04167,0.760816,1
0.325,0.625,0.11388,-0.027375,7.45833,0.550861,1.04167,0.763923,1
0.35,0.625,0.103012,-0.0165,7.79167,0.56162,1.04167,0.766496,1
0.375,0.625,0.0919967,-0.005625,8.125,0.571436,1.04167,0.768652,1
0.4,0.625,0.0808584,0.00525,8.45833,0.580404,1.04167,0.770475,1
0.425,0.625,0.0696174,0.016125,8.79167,0.588612,1.04167,0.772031,1
0.45,0.625,0.0582893,0.027,9.125,0.596135,1.04167,0.77337,1
0.475,0.625,0.0468867,0.037875,9.45833,0.603042,1.04167,0.774531,1
0.5,0.625,0.03542,0.04875,9.79167,0.609393,1.04167,0.775545,1
0.525,0.625,0.0238978,0.059625,10.125,0.615244,1.04167,0.776435,1
0.55,0.625,0.0123273,0.0705,10.4583,0.620643,1.04167,0.777221,1
0.575,0.625,0.000714483,0.081375,10.7917,0.625631,1.04167,0.777919,1
0.6,0.625,-0.0109353,0.09225,11.125,0.630249,1.04167,0.778542,1
0.625,0.625,-0.0226177,0.103125,11.4583,0.634529,1.04167,0.7791,1
0.65,0.625,-0.0343288,0.114,11.7917,0.638503,1.04167,0.779602,1
0.675,0.625,-0.0460652,0.124875,12.125,0.642198,1.04167,0.780056,1
0.7,0.625,-0.057824,0.13575,12.4583,0.645638,1.04167,0.780468,1
0.725,0.625,-0.0696027,0.146625,12.7917,0.648845,1.04167,0.780842,1
0.75,0.625,-0.081399,0.1575,13.125,0.65184,1.04167,0.781183,1
0.775,0.625,-0.0932111,0.168375,13.4583,0.65464,1.04167,0.781496,1
0.8,0.625,-0.105037,0.17925,13.7917,0.657261,1.04167,0.781782,1
0.825,0.625,-0.116876,0.190125,14.125,0.659717,1.04167,0.782046,1
0.85,0.625,-0.128725,0.201,14.4583,0.662023,1.04167,0.782289,1
0.875,0.625,-0.140585,0.211875,14.7917,0.664188,1.04167,0.782514,1
0.9,0.625,-0.152453,0.22275,15.125,0.666225,1.04167,0.782723,1
0.925,0.625,-0.16433,0.233625,15.4583,0.668143,1.04167,0.782916,1
0.95,0.625,-0.176214,0.2445,15.7917,0.669951,1.04167,0.783096,1
0.975,0.625,-0.188104,0.255375,16.125,0.671657,1.04167,0.783263,1
1,0.625,-0.2,0.26625,16.4583,0.673268,1.04167,0.783419,1
0,0.65,0.179419,-0.1775,3.25,0.278756,1.08333,0.495162,1
0.025,0.65,0.193771,-0.16735,3.58333,0.312565,1.08333,0.575764,1
0.05,0.65,0.200091,-0.1572,3.91667,0.344104,1.08333,0.632345,1
0.075,0.65,0.200721,-0.14705,4.25,0.373258,1.08333,0.671418,1
0.1,0.65,0.197562,-0.1369,4.58333,0.400028,1.08333,0.698589,1
0.125,0.65,0.191915,-0.12675,4.91667,0.424493,1.08333,0.717822,1
0.15,0.65,0.184621,-0.1166,5.25,0.44678,1.08333,0.731734,1
0.175,0.65,0.176213,-0.10645,5.58333,0.467041,1.08333,0.742028,1
0.2,0.65,0.167032,-0.0963,5.91667,0.485441,1.08333,0.749809,1
0.225,0.65,0.1573,-0.08615,6.25,0.502144,1.08333,0.75581,1
0.25,0.65,0.147163,-0.076,6.58333,0.517308,1.08333,0.760524,1
0.275,0.65,0.136722,-0.06585,6.91667,0.531084,1.08333,0.764287,1
0.3,0.65,0.126044,-0.0557,7.25,0.54361,1.08333,0.767337,1
0.325,0.65,0.11518,-0.04555,7.58333,0.555013,1.08333,0.769841,1
0.35,0.65,0.104163,-0.0354,7.91667,0.565406,1.08333,0.771923,1
0.375,0.65,0.0930227,-0.02525,8.25,0.574893,1.08333,0.773671,1
0.4,0.65,0.0817777,-0.0151,8.58333,0.583567,1.08333,0.775155,1
0.425,0.65,0.0704445,-0.00495,8.91667,0.591509,1.08333,0.776424,1
0.45,0.65,0.0590359,0.0052,9.25,0.598793,1.08333,0.777519,1
0.475,0.65,0.0475625,0.01535,9.58333,0.605486,1.08333,0.77847,1
0.5,0.65,0.0360328,0.0255,9.91667,0.611643,1.08333,0.779302,1
0.525,0.65,0.0244542,0.03565,10.25,0.617319,1.08333,0.780034,1
0.55,0.65,0.0128327,0.0458,10.5833,0.622559,1.08333,0.780682,1
0.575,0.65,0.00117365,0.05595,10.9167,0.627404,1.08333,0.781258,1
0.6,0.65,-0.0105185,0.0661,11.25,0.631892,1.08333,0.781772,1
0.625,0.65,-0.0222397,0.07625,11.5833,0.636053,1.08333,0.782234,1
0.65,0.65,-0.0339868,0.0864,11.9167,0.63992,1.08333,0.78265,1
0.675,0.65,-0.0457567,0.09655,12.25,0.643516,1.08333,0.783027,1
0.7,0.65,-0.0575468,0.1067,12.5833,0.646867,1.08333,0.783369,1
0.725,0.65,-0.0693549,0.11685,12.9167,0.649992,1.08333,0.78368,1
0.75,0.65,-0.081179,0.127,13.25,0.652912,1.08333,0.783964,1
0.775,0.65,-0.0930173,0.13715,13.5833,0.655643,1.08333,0.784224,1
0.8,0.65,-0.104868,0.1473,13.9167,0.658201,1.08333,0.784463,1
0.825,0.65,-0.116731,0.15745,14.25,0.660599,1.08333,0.784683,1
0.85,0.65,-0.128603,0.1676,14.5833,0.66285,1.08333,0.784886,1
0.875,0.65,-0.140485,0.17775,14.9167,0.664967,1.08333,0.785074,1
0.9,0.65,-0.152375,0.1879,15.25,0.666958,1.08333,0.785249,1
0.925,0.65,-0.164272,0.19805,15.5833,0.668833,1.08333,0.78541,1
0.95,0.65,-0.176175,0.2082,15.9167,0.670602,1.08333,0.785561,1
0.975,0.65,-0.188085,0.21835,16.25,0.672271,1.08333,0.785701,1
1,0.65,-0.2,0.2285,16.5833,0.673849,1.08333,0.785832,1
0,0.675,0.197452,-0.18625,3.375,0.291687,1.125,0.554953,1
0.025,0.675,0.20719,-0.176825,3.70833,0.324667,1.125,0.621273,1
0.05,0.675,0.209906,-0.1674,4.04167,0.355318,1.125,0.666369,1
0.075,0.675,0.207965,-0.157975,4.375,0.383573,1.125,0.697069,1
0.1,0.675,0.203022,-0.14855,4.70833,0.409466,1.125,0.718322,1
0.125,0.675,0.196133,-0.139125,5.04167,0.433098,1.125,0.733374,1
0.15,0.675,0.187962,-0.1297,5.375,0.454606,1.125,0.744299,1
0.175,0.675,0.17892,-0.120275,5.70833,0.47415,1.125,0.752417,1
0.2,0.675,0.16927,-0.11085,6.04167,0.491895,1.125,0.758583,1
0.225,0.675,0.159183,-0.101425,6.375,0.508002,1.125,0.763362,1
0.25,0.675,0.148772,-0.092,6.70833,0.522629,1.125,0.767133,1
0.275,0.675,0.138114,-0.082575,7.04167,0.535921,1.125,0.770157,1
0.3,0.675,0.127261,-0.07315,7.375,0.548012,1.125,0.772618,1
0.325,0.675,0.116252,-0.063725,7.70833,0.559023,1.125,0.774646,1
0.35,0.675,0.105115,-0.0543,8.04167,0.569065,1.125,0.776337,1
0.375,0.675,0.0938729,-0.044875,8.375,0.578237,1.125,0.777763,1
0.4,0.675,0.0825406,-0.03545,8.70833,0.586627,1.125,0.778975,1
0.425,0.675,0.0711317,-0.026025,9.04167,0.594314,1.125,0.780015,1
0.45,0.675,0.0596569,-0.0166,9.375,0.601369,1.125,0.780915,1
0.475,0.675,0.0481249,-0.007175,9.70833,0.607854,1.125,0.781698,1
0.5,0.675,0.0365431,0.00225,10.0417,0.613826,1.125,0.782384,1
0.525,0.675,0.0249177,0.011675,10.375,0.619333,1.125,0.782989,1
0.55,0.675,0.0132539,0.0211,10.7083,0.62442,1.125,0.783526,1
0.575,0.675,0.00155634,0.030525,11.0417,0.629127,1.125,0.784004,1
0.6,0.675,-0.010171,0.03995,11.375,0.633489,1.125,0.784431,1
0.625,0.675,-0.0219247,0.049375,11.7083,0.637536,1.125,0.784815,1
0.65,0.675,-0.0337018,0.0588,12.0417,0.641299,1.125,0.785162,1
0.675,0.675,-0.0454996,0.068225,12.375,0.6448,1.125,0.785476,1
0.7,0.675,-0.0573158,0.07765,12.7083,0.648064,1.125,0.785761,1
0.725,0.675,-0.0691484,0.087075,13.0417,0.65111,1.125,0.786021,1
0.75,0.675,-0.0809957,0.0965,13.375,0.653957,1.125,0.786259,1
0.775,0.675,-0.0928559,0.105925,13.7083,0.656622,1.125,0.786477,1
0.8,0.675,-0.104728,0.11535,14.0417,0.659118,1.125,0.786677,1
0.825,0.675,-0.11661,0.124775,14.375,0.66146,1.125,0.786862,1
0.85,0.675,-0.128502,0.1342,14.7083,0.663659,1.125,0.787032,1
0.875,0.675,-0.140402,0.143625,15.0417,0.665727,1.125,0.78719,1
0.9,0.675,-0.152309,0.15305,15.375,0.667674,1.125,0.787336,1
0.925,0.675,-0.164223,0.162475,15.7083,0.669509,1.125,0.787472,1
0.95,0.675,-0.176144,0.1719,16.0417,0.671239,1.125,0.787599,1
0.975,0.675,-0.188069,0.181325,16.375,0.672873,1.125,0.787717,1
1,0.675,-0.2,0.19075,16.7083,0.674418,1.125,0.787828,1
0,0.7,0.212578,-0.195,3.5,0.304318,1.16667,0.605036,1
0.025,0.7,0.218062,-0.1863,3.83333,0.33644,1.16667,0.658057,1
0.05,0.7,0.21774,-0.1776,4.16667,0.366194,1.16667,0.693429,1
0.075,0.7,0.213725,-0.1689,4.5,0.393555,1.16667,0.717359,1
0.1,0.7,0.207371,-0.1602,4.83333,0.418586,1.16667,0.733931,1
0.125,0.7,0.19951,-0.1515,5.16667,0.441404,1.16667,0.745711,1
0.15,0.7,0.190651,-0.1428,5.5,0.462157,1.16667,0.754305,1
0.175,0.7,0.181112,-0.1341,5.83333,0.481006,1.16667,0.760726,1
0.2,0.7,0.171094,-0.1254,6.16667,0.498118,1.16667,0.765631,1
0.225,0.7,0.160727,-0.1167,6.5,0.513653,1.16667,0.769452,1
0.25,0.7,0.150097,-0.108,6.83333,0.527763,1.16667,0.772482,1
0.275,0.7,0.139264,-0.0993,7.16667,0.540589,1.16667,0.774923,1
0.3,0.7,0.128269,-0.0906,7.5,0.552261,1.16667,0.776918,1
0.325,0.7,0.117144,-0.0819,7.83333,0.562897,1.16667,0.778568,1
0.35,0.7,0.105909,-0.0732,8.16667,0.572601,1.16667,0.779949,1
0.375,0.7,0.094583,-0.0645,8.5,0.58147,1.16667,0.781116,1
0.4,0.7,0.0831788,-0.0558,8.83333,0.589588,1.16667,0.782112,1
0.425,0.7,0.0717073,-0.0471,9.16667,0.59703,1.16667,0.782969,1
0.45,0.7,0.0601775,-0.0384,9.5,0.603865,1.16667,0.783712,1
0.475,0.7,0.0485968,-0.0297,9.83333,0.610151,1.16667,0.78436,1
0.5,0.7,0.0369714,-0.021,10.1667,0.615943,1.16667,0.784929,1
0.525,0.7,0.0253068,-0.0123,10.5,0.621288,1.16667,0.785431,1
0.55,0.7,0.0136076,-0.0036,10.8333,0.626228,1.16667,0.785878,1
0.575,0.7,0.00187772,0.0051,11.1667,0.630801,1.16667,0.786276,1
0.6,0.7,-0.00987921,0.0138,11.5,0.635042,1.16667,0.786633,1
0.625,0.7,-0.0216602,0.0225,11.8333,0.638979,1.16667,0.786954,1
0.65,0.7,-0.0334625,0.0312,12.1667,0.642641,1.16667,0.787244,1
0.675,0.7,-0.0452838,0.0399,12.5,0.646051,1.16667,0.787507,1
0.7,0.7,-0.057122,0.0486,12.8333,0.649231,1.16667,0.787746,1
0.725,0.7,-0.0689752,0.0573,13.1667,0.6522,1.16667,0.787964,1
0.75,0.7,-0.0808419,0.066,13.5,0.654977,1.16667,0.788164,1
0.775,0.7,-0.0927206,0.0747,13.8333,0.657577,1.16667,0.788348,1
0.8,0.7,-0.10461,0.0834,14.1667,0.660014,1.16667,0.788516,1
0.825,0.7,-0.116509,0.0921,14.5,0.662301,1.16667,0.788672,1
0.85,0.7,-0.128417,0.1008,14.8333,0.66445,1.16667,0.788816,1
0.875,0.7,-0.140332,0.1095,15.1667,0.666471,1.16667,0.788949,1
0.9,0.7,-0.152254,0.1182,15.5,0.668375,1.16667,0.789073,1
0.925,0.7,-0.164183,0.1269,15.8333,0.670169,1.16667,0.789188,1
0.95,0.7,-0.176117,0.1356,16.1667,0.671863,1.16667,0.789295,1
0.975,0.7,-0.188056,0.1443,16.5,0.673463,1.16667,0.789395,1
1,0.7,-0.2,0.153,16.8333,0.674975,1.16667,0.789488,1
0,0.725,0.224889,-0.20375,3.625,0.316635,1.20833,0.645714,1
0.025,0.725,0.226732,-0.195775,3.95833,0.347879,1.20833,0.687293,1
0.05,0.725,0.223951,-0.1878,4.29167,0.376733,1.20833,0.714777,1
0.075,0.725,0.2183,-0.179825,4.625,0.40321,1.20833,0.733363,1
0.1,0.725,0.210844,-0.17185,4.95833,0.427395,1.20833,0.746283,1
0.125,0.725,0.202224,-0.163875,5.29167,0.44942,1.20833,0.75552,1
0.15,0.725,0.192829,-0.1559,5.625,0.469439,1.20833,0.762301,1
0.175,0.725,0.182901,-0.147925,5.95833,0.487618,1.20833,0.767399,1
0.2,0.725,0.172591,-0.13995,6.29167,0.50412,1.20833,0.771317,1
0.225,0.725,0.162001,-0.131975,6.625,0.519103,1.20833,0.774387,1
0.25,0.725,0.151195,-0.124,6.95833,0.532716,1.20833,0.776833,1
0.275,0.725,0.140222,-0.116025,7.29167,0.545095,1.20833,0.778813,1
0.3,0.725,0.129113,-0.10805,7.625,0.556365,1.20833,0.780438,1
0.325,0.725,0.117891,-0.100075,7.95833,0.56664,1.20833,0.781787,1
0.35,0.725,0.106576,-0.0921,8.29167,0.57602,1.20833,0.78292,1
0.375,0.725,0.0951809,-0.084125,8.625,0.584598,1.20833,0.783881,1
0.4,0.725,0.0837169,-0.07615,8.95833,0.592454,1.20833,0.784703,1
0.425,0.725,0.0721932,-0.068175,9.29167,0.599661,1.20833,0.785412,1
0.45,0.725,0.0606173,-0.0602,9.625,0.606283,1.20833,0.786028,1
0.475,0.725,0.0489956,-0.052225,9.95833,0.612378,1.20833,0.786567,1
0.5,0.725,0.0373336,-0.04425,10.2917,0.617997,1.20833,0.787041,1
0.525,0.725,0.025636,-0.036275,10.625,0.623186,1.20833,0.78746,1
0.55,0.725,0.0139068,-0.0283,10.9583,0.627984,1.20833,0.787834,1
0.575,0.725,0.00214962,-0.020325,11.2917,0.632429,1.20833,0.788167,1
0.6,0.725,-0.00963236,-0.01235,11.625,0.636552,1.20833,0.788466,1
0.625,0.725,-0.0214364,-0.004375,11.9583,0.640383,1.20833,0.788736,1
0.65,0.725,-0.0332601,0.0036,12.2917,0.643948,1.20833,0.78898,1
0.675,0.725,-0.0451013,0.011575,12.625,0.647269,1.20833,0.789201,1
0.7,0.725,-0.0569581,0.01955,12.9583,0.650368,1.20833,0.789403,1
0.725,0.725,-0.0688288,0.027525,13.2917,0.653263,1.20833,0.789587,1
0.75,0.725,-0.080712,0.0355,13.625,0.655972,1.20833,0.789756,1
0.775,0.725,-0.0926063,0.043475,13.9583,0.658509,1.20833,0.789911,1
0.8,0.725,-0.104511,0.05145,14.2917,0.660888,1.20833,0.790054,1
0.825,0.725,-0.116424,0.059425,14.625,0.663122,1.20833,0.790185,1
0.85,0.725,-0.128345,0.0674,14.9583,0.665222,1.20833,0.790307,1
0.875,0.725,-0.140273,0.075375,15.2917,0.667198,1.20833,0.79042,1
0.9,0.725,-0.152208,0.08335,15.625,0.66906,1.20833,0.790525,1
0.925,0.725,-0.164149,0.091325,15.9583,0.670816,1.20833,0.790623,1
0.95,0.725,-0.176095,0.0993,16.2917,0.672473,1.20833,0.790714,1
0.975,0.725,-0.188045,0.107275,16.625,0.67404,1.20833,0.790799,1
1,0.725,-0.2,0.11525,16.9583,0.675521,1.20833,0.790878,1
0,0.75,0.23471,-0.2125,3.75,0.328628,1.25,0.678076,1
0.025,0.75,0.233584,-0.20525,4.08333,0.358981,1.25,0.710301,1
0.05,0.75,0.228865,-0.198,4.41667,0.386937,1.25,0.731559,1
0.075,0.75,0.22194,-0.19075,4.75,0.412541,1.25,0.745988,1
0.1,0.75,0.213629,-0.1835,5.08333,0.435899,1.25,0.756081,1
0.125,0.75,0.20442,-0.17625,5.41667,0.457153,1.25,0.763347,1
0.15,0.75,0.194606,-0.169,5.75,0.476463,1.25,0.768719,1
0.175,0.75,0.18437,-0.16175,6.08333,0.493994,1.25,0.772785,1
0.2,0.75,0.17383,-0.1545,6.41667,0.509909,1.25,0.77593,1
0.225,0.75,0.163061,-0.14725,6.75,0.524361,1.25,0.778407,1
0.25,0.75,0.152115,-0.14,7.08333,0.537495,1.25,0.780392,1
0.275,0.75,0.141027,-0.13275,7.41667,0.549445,1.25,0.782005,1
0.3,0.75,0.129823,-0.1255,7.75,0.560329,1.25,0.783335,1
0.325,0.75,0.118523,-0.11825,8.08333,0.570257,1.25,0.784444,1
0.35,0.75,0.107141,-0.111,8.41667,0.579327,1.25,0.785378,1
0.375,0.75,0.0956883,-0.10375,8.75,0.587625,1.25,0.786172,1
0.4,0.75,0.0841742,-0.0965,9.08333,0.595229,1.25,0.786854,1
0.425,0.75,0.0726065,-0.08925,9.41667,0.60221,1.25,0.787444,1
0.45,0.75,0.0609917,-0.082,9.75,0.608628,1.25,0.787957,1
0.475,0.75,0.0493354,-0.07475,10.0833,0.614539,1.25,0.788407,1
0.5,0.75,0.0376422,-0.0675,10.4167,0.619991,1.25,0.788804,1
0.525,0.75,0.0259165,-0.06025,10.75,0.625029,1.25,0.789156,1
0.55,0.75,0.0141618,-0.053,11.0833,0.629691,1.25,0.789469,1
0.575,0.75,0.00238132,-0.04575,11.4167,0.634011,1.25,0.78975,1
0.6,0.75,-0.00942202,-0.0385,11.75,0.638022,1.25,0.790002,1
0.625,0.75,-0.0212458,-0.03125,12.0833,0.64175,1.25,0.790229,1
0.65,0.75,-0.0330877,-0.024,12.4167,0.645221,1.25,0.790435,1
0.675,0.75,-0.0449459,-0.01675,12.75,0.648456,1.25,0.790623,1
0.7,0.75,-0.0568186,-0.0095,13.0833,0.651477,1.25,0.790793,1
0.725,0.75,-0.0687042,-0.00225,13.4167,0.6543,1.25,0.79095,1
0.75,0.75,-0.0806015,0.005,13.75,0.656943,1.25,0.791093,1
0.775,0.75,-0.0925091,0.01225,14.0833,0.659419,1.25,0.791224,1
0.8,0.75,-0.104426,0.0195,14.4167,0.661742,1.25,0.791346,1
0.825,0.75,-0.116351,0.02675,14.75,0.663925,1.25,0.791458,1
0.85,0.75,-0.128284,0.034,15.0833,0.665977,1.25,0.791561,1
0.875,0.75,-0.140223,0.04125,15.4167,0.667909,1.25,0.791657,1
0.9,0.75,-0.152169,0.0485,15.75,0.669731,1.25,0.791747,1
0.925,0.75,-0.16412,0.05575,16.0833,0.671449,1.25,0.79183,1
0.95,0.75,-0.176076,0.063,16.4167,0.673071,1.25,0.791908,1
0.975,0.75,-0.188036,0.07025,16.75,0.674605,1.25,0.791981,1
1,0.75,-0.2,0.0775,17.0833,0.676056,1.25,0.792048,1
0,0.775,0.242454,-0.22125,3.875,0.340291,1.29167,0.703499,1
0.025,0.775,0.238982,-0.214725,4.20833,0.369745,1.29167,0.728322,1
0.05,0.775,0.232758,-0.2082,4.54167,0.39681,1.29167,0.744748,1
0.075,0.775,0.22485,-0.201675,4.875,0.421557,1.29167,0.75597,1
0.1,0.775,0.215877,-0.19515,5.20833,0.444108,1.29167,0.763881,1
0.125,0.775,0.206209,-0.188625,5.54167,0.464614,1.29167,0.769621,1
0.15,0.775,0.196066,-0.1821,5.875,0.483237,1.29167,0.773896,1
0.175,0.775,0.185588,-0.175575,6.20833,0.500143,1.29167,0.777155,1
0.2,0.775,0.174864,-0.16905,6.54167,0.515491,1.29167,0.77969,1
0.225,0.775,0.163951,-0.162525,6.875,0.529433,1.29167,0.7817,1
0.25,0.775,0.15289,-0.156,7.20833,0.542109,1.29167,0.783318,1
0.275,0.775,0.141709,-0.149475,7.54167,0.553645,1.29167,0.784639,1
0.3,0.775,0.130428,-0.14295,7.875,0.564159,1.29167,0.785733,1
0.325,0.775,0.119062,-0.136425,8.20833,0.573754,1.29167,0.786648,1
0.35,0.775,0.107624,-0.1299,8.54167,0.582524,1.29167,0.787422,1
0.375,0.775,0.0961224,-0.123375,8.875,0.590554,1.29167,0.788082,1
0.4,0.775,0.0845659,-0.11685,9.20833,0.597917,1.29167,0.78865,1
0.425,0.775,0.0729608,-0.110325,9.54167,0.604679,1.29167,0.789143,1
0.45,0.775,0.0613129,-0.1038,9.875,0.610901,1.29167,0.789573,1
0.475,0.775,0.0496269,-0.097275,10.2083,0.616635,1.29167,0.78995,1
0.5,0.775,0.0379071,-0.09075,10.5417,0.621927,1.29167,0.790284,1
0.525,0.775,0.0261572,-0.084225,10.875,0.626819,1.29167,0.79058,1
0.55,0.775,0.0143806,-0.0777,11.2083,0.631349,1.29167,0.790845,1
0.575,0.775,0.00258016,-0.071175,11.5417,0.63555,1.29167,0.791082,1
0.6,0.775,-0.00924156,-0.06465,11.875,0.639452,1.29167,0.791295,1
0.625,0.775,-0.0210823,-0.058125,12.2083,0.643081,1.29167,0.791488,1
0.65,0.775,-0.0329399,-0.0516,12.5417,0.646461,1.29167,0.791662,1
0.675,0.775,-0.0448127,-0.045075,12.875,0.649613,1.29167,0.791821,1
0.7,0.775,-0.0566991,-0.03855,13.2083,0.652558,1.29167,0.791967,1
0.725,0.775,-0.0685975,-0.032025,13.5417,0.655311,1.29167,0.792099,1
0.75,0.775,-0.0805068,-0.0255,13.875,0.65789,1.29167,0.792221,1
0.775,0.775,-0.0924259,-0.018975,14.2083,0.660307,1.29167,0.792334,1
0.8,0.775,-0.104354,-0.01245,14.5417,0.662577,1.29167,0.792437,1
0.825,0.775,-0.116289,-0.005925,14.875,0.664709,1.29167,0.792533,1
0.85,0.775,-0.128232,0.0006,15.2083,0.666715,1.29167,0.792621,1
0.875,0.775,-0.140181,0.007125,15.5417,0.668605,1.29167,0.792704,1
0.9,0.775,-0.152135,0.01365,15.875,0.670386,1.29167,0.79278,1
0.925,0.775,-0.164095,0.020175,16.2083,0.672068,1.29167,0.792852,1
0.95,0.775,-0.176059,0.0267,16.5417,0.673656,1.29167,0.792918,1
0.975,0.775,-0.188028,0.033225,16.875,0.675159,1.29167,0.79298,1
1,0.775,-0.2,0.03975,17.2083,0.676581,1.29167,0.793039,1
0,0.8,0.248529,-0.23,4,0.351617,1.33333,0.723339,1
0.025,0.8,0.243238,-0.2242,4.33333,0.380172,1.33333,0.742423,1
0.05,0.8,0.235856,-0.2184,4.66667,0.406356,1.33333,0.755134,1
0.075,0.8,0.22719,-0.2126,5,0.430263,1.33333,0.763891,1
0.1,0.8,0.217706,-0.2068,5.33333,0.452028,1.33333,0.770118,1
0.125,0.8,0.207679,-0.201,5.66667,0.471809,1.33333,0.774674,1
0.15,0.8,0.197278,-0.1952,6,0.489769,1.33333,0.778093,1
0.175,0.8,0.186607,-0.1894,6.33333,0.506073,1.33333,0.780718,1
0.2,0.8,0.175734,-0.1836,6.66667,0.520877,1.33333,0.782773,1
0.225,0.8,0.164705,-0.1778,7,0.534328,1.33333,0.784411,1
0.25,0.8,0.15355,-0.172,7.33333,0.546562,1.33333,0.785736,1
0.275,0.8,0.142291,-0.1662,7.66667,0.557702,1.33333,0.786824,1
0.3,0.8,0.130945,-0.1604,8,0.567859,1.33333,0.787728,1
0.325,0.8,0.119525,-0.1546,8.33333,0.577135,1.33333,0.788487,1
0.35,0.8,0.108039,-0.1488,8.66667,0.585618,1.33333,0.789131,1
0.375,0.8,0.0964965,-0.143,9,0.593389,1.33333,0.789682,1
0.4,0.8,0.0849039,-0.1372,9.33333,0.60052,1.33333,0.790157,1
0.425,0.8,0.0732668,-0.1314,9.66667,0.607073,1.33333,0.79057,1
0.45,0.8,0.0615904,-0.1256,10,0.613106,1.33333,0.790932,1
0.475,0.8,0.0498788,-0.1198,10.3333,0.618668,1.33333,0.79125,1
0.5,0.8,0.038136,-0.114,10.6667,0.623806,1.33333,0.791532,1
0.525,0.8,0.0263653,-0.1082,11,0.628558,1.33333,0.791783,1
0.55,0.8,0.0145698,-0.1024,11.3333,0.632961,1.33333,0.792007,1
0.575,0.8,0.00275196,-0.0966,11.6667,0.637047,1.33333,0.792208,1
0.6,0.8,-0.00908569,-0.0908,12,0.640843,1.33333,0.792389,1
0.625,0.8,-0.0209411,-0.085,12.3333,0.644376,1.33333,0.792553,1
0.65,0.8,-0.0328124,-0.0792,12.6667,0.647668,1.33333,0.792702,1
0.675,0.8,-0.0446978,-0.0734,13,0.650741,1.33333,0.792837,1
0.7,0.8,-0.056596,-0.0676,13.3333,0.653612,1.33333,0.792961,1
0.725,0.8,-0.0685055,-0.0618,13.6667,0.656298,1.33333,0.793075,1
0.75,0.8,-0.0804253,-0.056,14,0.658815,1.33333,0.793179,1
0.775,0.8,-0.0923542,-0.0502,14.3333,0.661175,1.33333,0.793275,1
0.8,0.8,-0.104291,-0.0444,14.6667,0.663392,1.33333,0.793364,1
0.825,0.8,-0.116236,-0.0386,15,0.665476,1.33333,0.793446,1
0.85,0.8,-0.128187,-0.0328,15.3333,0.667437,1.33333,0.793522,1
0.875,0.8,-0.140144,-0.027,15.6667,0.669285,1.33333,0.793593,1
0.9,0.8,-0.152106,-0.0212,16,0.671028,1.33333,0.793659,1
0.925,0.8,-0.164074,-0.0154,16.3333,0.672674,1.33333,0.79372,1
0.95,0.8,-0.176045,-0.0096,16.6667,0.67423,1.33333,0.793777,1
0.975,0.8,-0.188021,-0.0038,17,0.675701,1.33333,0.793831,1
1,0.8,-0.2,0.002,17.3333,0.677094,1.33333,0.793881,1
0,0.825,0.253291,-0.23875,4.125,0.362606,1.375,0.738788,1
0.025,0.825,0.246606,-0.233675,4.45833,0.390265,1.375,0.753475,1
0.05,0.825,0.238337,-0.2286,4.79167,0.415581,1.375,0.763343,1
0.075,0.825,0.229087,-0.223525,5.125,0.438668,1.375,0.770206,1
0.1,0.825,0.219205,-0.21845,5.45833,0.45967,1.375,0.775131,1
0.125,0.825,0.208897,-0.213375,5.79167,0.478749,1.375,0.778766,1
0.15,0.825,0.198291,-0.2083,6.125,0.496069,1.375,0.781515,1
0.175,0.825,0.187466,-0.203225,6.45833,0.511792,1.375,0.783639,1
0.2,0.825,0.176473,-0.19815,6.79167,0.526072,1.375,0.785313,1
0.225,0.825,0.165348,-0.193075,7.125,0.539051,1.375,0.786655,1
0.25,0.825,0.154116,-0.188,7.45833,0.550861,1.375,0.787746,1
0.275,0.825,0.142793,-0.182925,7.79167,0.56162,1.375,0.788645,1
0.3,0.825,0.131393,-0.17785,8.125,0.571436,1.375,0.789396,1
0.325,0.825,0.119925,-0.172775,8.45833,0.580404,1.375,0.790028,1
0.35,0.825,0.108399,-0.1677,8.79167,0.588612,1.375,0.790566,1
0.375,0.825,0.0968214,-0.162625,9.125,0.596135,1.375,0.791028,1
0.4,0.825,0.0851976,-0.15755,9.45833,0.603042,1.375,0.791428,1
0.425,0.825,0.073533,-0.152475,9.79167,0.609393,1.375,0.791776,1
0.45,0.825,0.0618318,-0.1474,10.125,0.615244,1.375,0.792082,1
