cell_id,sample_id,seurat_clusters,louvain_cluster,is_CSC,UMAP_1,UMAP_2,Lepr_expr,Krt14_expr,pseudotime,pseudotime_norm,CSC_signature_score
11M-DP-P1-A2-F3_S159Aligned.quant,11M,6,6,FALSE,-3.2238665073142485,4.57126110250705,0,0.7544820153403939,91.7520103698486,0.33102533769089704,0.01335876226189106
3M-IL-P1-B5-A1_S865Aligned.quant,3M,6,6,FALSE,-3.9151878803000884,4.476751500914032,0,2.976188782627986,94.93297535291308,0.34250170756505366,-0.042912198289816184
3M-IL-P1-B5-A2_S866Aligned.quant,3M,6,6,FALSE,-4.017393156789346,4.506091768095429,0,2.1035754520811287,103.15591552669639,0.37216864932323845,-0.028667289198258686
3M-IL-P1-B5-A3_S867Aligned.quant,3M,4,4,FALSE,-3.416322752736612,-2.024740522553986,0.05077297809943184,4.2319666691234925,NA,NA,-0.04817278845393255
3M-IL-P1-B5-A5_S869Aligned.quant,3M,4,4,FALSE,-3.70774225880961,0.6421971863006896,0.4566144012433291,1.995217622664756,NA,NA,-0.05762230712115239
3M-IL-P1-B5-A7_S871Aligned.quant,3M,4,4,FALSE,-3.550140425466104,-2.2791643792892153,0.11940615520740444,3.901336532970673,NA,NA,0.016344006091975283
3M-IL-P1-B5-A8_S872Aligned.quant,3M,4,4,FALSE,-4.51770262410502,-0.579685097386902,0.08997303834300988,3.8030381596023575,NA,NA,-0.042414820729728325
3M-IL-P1-B5-A10_S874Aligned.quant,3M,4,4,FALSE,-3.847649142049356,-1.4521417075896914,0.21491698933508468,3.6418110010935036,NA,NA,-0.046896293853008836
3M-IL-P1-B5-A11_S875Aligned.quant,3M,2,2,FALSE,-3.6140823810325102,1.602327043363983,0,4.539477087424673,62.33288728460119,0.22488624477501767,-0.04172069300983519
3M-IL-P1-B5-A12_S876Aligned.quant,3M,4,4,FALSE,-3.480036780141397,0.609215254137451,0,3.7328737105544745,NA,NA,-0.05077378186595101
3M-IL-P1-B5-B1_S877Aligned.quant,3M,4,4,FALSE,-5.023968264363809,-1.2535437995696719,0.2784321561342746,3.8198294966532376,NA,NA,-0.04794360853165569
3M-IL-P1-B5-B3_S879Aligned.quant,3M,3,3,FALSE,-2.9344983546958403,0.52152095193618,0.06271474916320126,2.962170338472815,18.154520977381413,0.06549836252012003,-0.0351243570277766
3M-IL-P1-B5-B4_S880Aligned.quant,3M,2,2,FALSE,-4.322966620229288,1.3823248689865415,0,3.171668955880683,67.80852749191835,0.24464140481341462,-0.062235776103939155
3M-IL-P1-B5-B5_S881Aligned.quant,3M,4,4,FALSE,-3.2425337283835844,0.10212161595576463,0.248820063955992,3.5260921981256135,31.824926937541353,0.1148188158932123,-0.045432295367983704
3M-IL-P1-B5-B6_S882Aligned.quant,3M,6,6,FALSE,-4.223938986562295,4.411713296720917,0,2.2650417377846863,102.767868686218,0.3707686436351728,-0.03850106156640805
3M-IL-P1-B5-B7_S883Aligned.quant,3M,2,2,FALSE,-4.304642721913858,1.5587238615249936,0.27677591858628176,3.479412612016151,65.37811217040598,0.23587288792435968,-0.0660859229420073
3M-IL-P1-B5-B8_S884Aligned.quant,3M,4,4,FALSE,-3.059697195790811,-2.198400085618561,0.23839291734415857,4.638532255957443,NA,NA,-0.03685590127121892
3M-IL-P1-B5-B11_S887Aligned.quant,3M,4,4,FALSE,-3.8898401706443266,-1.9086418802047427,0.4146009985092095,4.619093525348695,NA,NA,-0.013864441140861078
3M-IL-P1-B5-B12_S888Aligned.quant,3M,4,4,FALSE,-3.9283290355430083,-2.0186639482284243,0,4.428669427186978,NA,NA,-0.033471859750662344
3M-IL-P1-B5-C1_S889Aligned.quant,3M,4,4,FALSE,-5.532022997640176,-1.3708154613280947,0.9556308930995359,3.9357760826572012,NA,NA,-0.012402414078934235
3M-IL-P1-B5-C2_S890Aligned.quant,3M,6,6,FALSE,-4.358623549245401,4.515319043943817,0,3.033759415917482,92.79857737858109,0.3348011699161021,-0.0599301828454947
3M-IL-P1-B5-C3_S891Aligned.quant,3M,2,2,FALSE,-3.0480404346213774,1.4957086389755552,0,3.262874102638542,24.53551333725307,0.08851987607840693,-0.05577829885065657
3M-IL-P1-B5-C4_S892Aligned.quant,3M,2,2,FALSE,-4.337271258138223,1.5129582231735532,0,4.02226309681318,66.82141826805042,0.24108008596218147,-0.05179665221524277
3M-IL-P1-B5-C5_S893Aligned.quant,3M,2,2,FALSE,-2.8384228198752837,2.2749093120788877,0.15838906825386329,3.25586065431587,72.16352878793393,0.26035349405098834,-0.06188823015278882
3M-IL-P1-B5-C6_S894Aligned.quant,3M,4,4,FALSE,-3.7520037143454985,-0.7790908271575624,0.4043687675912776,4.341004014868747,NA,NA,-0.040221892896508
3M-IL-P1-B5-C7_S895Aligned.quant,3M,4,4,FALSE,-3.74780516316752,-2.0724855119491274,0.38580539369948524,3.9906807916408598,NA,NA,0.005314354581741398
3M-IL-P1-B5-C8_S896Aligned.quant,3M,4,4,FALSE,-4.219350859426065,-0.31105280463940443,0.25971891782543466,4.158983053636198,NA,NA,-0.033728151992438754
3M-IL-P1-B5-C10_S898Aligned.quant,3M,2,2,FALSE,-3.4669690578208403,2.402009898970062,0,1.9792106894175223,75.45068530583048,0.2722129845623496,-0.07826413301164944
3M-IL-P1-B5-C11_S899Aligned.quant,3M,6,6,FALSE,-4.169188544057413,3.7733883207535093,0,1.9624684188408916,91.7520103698486,0.33102533769089704,-0.03629743016383773
3M-IL-P1-B5-D1_S901Aligned.quant,3M,2,2,FALSE,-4.03703741719584,1.3140501921867673,0.009568269239036207,3.8837069386180656,68.76877789643332,0.24810582170347598,-0.06719371433692993
3M-IL-P1-B5-D4_S904Aligned.quant,3M,2,2,FALSE,-4.194937273763223,1.537578517744476,0.028454061615626573,3.922867929370909,71.0427506790356,0.25630992104938194,-0.07150531603554004
3M-IL-P1-B5-D5_S905Aligned.quant,3M,4,4,FALSE,-3.4327221362815337,0.263429911980564,0.15257378742885963,4.026926241916361,31.46079315990647,0.11350508438781674,-0.04803555118151714
3M-IL-P1-B5-D6_S906Aligned.quant,3M,4,4,FALSE,-3.11977724721293,-2.282510822465485,0.12021734164706203,4.61441823986185,NA,NA,-0.01760674090650019
3M-IL-P1-B5-D8_S908Aligned.quant,3M,4,4,FALSE,-3.465871855519815,0.12000664527171312,0,3.7845108306838715,NA,NA,-0.035962875781815125
3M-IL-P1-B5-D10_S910Aligned.quant,3M,1,1,FALSE,-2.672356173299356,-2.988422935655182,0.018171798651233403,3.531279565692637,NA,NA,-0.0266669262627197
3M-IL-P1-B5-D11_S911Aligned.quant,3M,6,6,FALSE,-3.8714757411704497,4.857993299314911,0,2.28692377844002,114.09716945839843,0.4116427955888523,-0.0451238706243475
3M-IL-P1-B5-E1_S913Aligned.quant,3M,4,4,FALSE,-3.718231722615762,-1.7039652520919497,0.2016201145552061,3.635657722390606,NA,NA,-0.04093600804760919
3M-IL-P1-B5-E2_S914Aligned.quant,3M,6,6,FALSE,-4.12002663304667,4.7029296701645205,0,2.438411766542102,123.89444771190978,0.44698967604680934,-0.007050133688397409
3M-IL-P1-B5-E3_S915Aligned.quant,3M,4,4,FALSE,-3.237083956502481,-1.9733849221969302,0.18031536963432016,4.176336834687284,NA,NA,0.0010862674293390384
3M-IL-P1-B5-E5_S917Aligned.quant,3M,2,2,FALSE,-3.597367331288858,2.873520547697479,0,3.311126575300683,79.07451248401712,0.2852871244156044,-0.04047759762691691
3M-IL-P1-B5-E7_S919Aligned.quant,3M,1,1,FALSE,-2.131218716405435,-2.956797187974518,0.16885215475151844,3.462346967780706,NA,NA,-0.011054224599316986
3M-IL-P1-B5-E8_S920Aligned.quant,3M,2,2,FALSE,-4.253779932759805,1.256994897673065,0.052182014697546096,3.8237814407518775,67.87998971294003,0.244899228110697,-0.06991075103314828
3M-IL-P1-B5-E9_S921Aligned.quant,3M,4,4,FALSE,-3.2072067706809477,-0.3592008406425172,0.29186993608165146,4.257780280980126,NA,NA,-0.02561924290851586
3M-IL-P1-B5-E10_S922Aligned.quant,3M,2,2,FALSE,-4.377986952565713,1.7099745815491025,0.31211264447201087,4.599353054345891,67.80852749191835,0.24464140481341462,-0.03388599947201196
3M-IL-P1-B5-E11_S923Aligned.quant,3M,4,4,FALSE,-4.205835863851114,-0.7698891813064271,0.37170557866675985,4.339248513435652,NA,NA,-0.021762913169024456
